Row No.,Sale Date,Sale Type,Digital,Customer ID,ZipCode,Shipping Method,Product,Variant,Quantity,Price,Product Price
2096,21/11/2021,,Offline,364,570224,Standard Delivery,EVOO Lover 5x100 ml,2021,1,36.9,36.9
2097,21/11/2021,,Offline,364,570224,Standard Delivery,Acacia,100,1,8.9,8.9
2098,30/12/2021,,Online - Website,247,597595,Standard Delivery,Gentile,1000,6,22.9,137.4
2099,30/12/2021,,Online - Website,247,597595,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
2100,30/12/2021,,Online - Website,247,597595,Standard Delivery,Organic Bio/Olio,500,1,16.9,16.9
2101,30/12/2021,,Online - Website,247,597595,Standard Delivery,Ceramic Jar (Bio/olio),250,1,29.9,29.9
2102,30/12/2021,,Online - Website,247,597595,Standard Delivery,Truffle oil,100,1,7.9,7.9
2103,30/12/2021,,Online - Website,247,597595,Standard Delivery,Novello,500,2,26.9,53.8
2104,30/12/2021,,Online - Website,337,479251,Standard Delivery,Nobile Marasca bottle,750,10,18.9,189
2105,30/12/2021,,Online - Website,337,479251,Standard Delivery,Acacia,100,1,8.9,8.9
2106,30/12/2021,,Online - Website,337,479251,Standard Delivery,Lemon oil,100,1,5.9,5.9
2107,30/12/2021,,Offline,341,640548,Standard Delivery,Nobile Marasca bottle,750,6,18.9,113.4
2108,30/12/2021,,Offline,341,640548,Standard Delivery,Basil oil,100,1,5.9,5.9
2109,30/12/2021,Direct - B2C,Offline,116,257744,Standard Delivery,Nobile Fiorentina bottle,750,8,19.9,127.36
2110,30/12/2021,Direct - B2C,Offline,116,257744,Standard Delivery,Millefiori,250,5,13.9,55.6
2111,30/12/2021,Direct - B2C,Offline,116,257744,Standard Delivery,Nobile Fiorentina bottle,750,8,19.9,127.36
2112,30/12/2021,Direct - B2C,Offline,116,257744,Standard Delivery,Millefiori,250,5,13.9,55.6
2113,30/12/2021,Direct - B2C,Offline,116,257744,Standard Delivery,Lemon oil,100,1,5.9,4.72
2114,30/12/2021,Direct - B2C,Offline,116,257744,Standard Delivery,Truffle oil,100,1,7.9,6.32
2115,30/12/2021,,Offline,365,643697,Standard Delivery,Gentile,1000,3,22.9,68.7
2116,30/12/2021,,Offline,366,650510,Standard Delivery,Novello,400,1,34.9,34.9
2117,31/12/2021,,Offline,367,,Self Collect,Nobile Fiorentina bottle,750,4,19.9,79.6
2118,31/12/2021,,Offline,367,,Self Collect,Truffle oil,100,1,7.9,7.9
2119,31/12/2021,,Online - Website,247,597595,Standard Delivery,Luxury Gift Basket 2021,2021,1,69.9,69.9
2120,31/12/2021,Direct - B2C,Online - Website,271,797530,Standard Delivery,Nobile,5000,1,109,87.2
2121,31/12/2021,Direct - B2C,Online - Website,271,797530,Standard Delivery,Truffle oil,250,1,12.9,10.32
2122,31/12/2021,Direct - B2C,Online - Website,271,797530,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,1,14.9,11.92
2123,31/12/2021,Direct - B2C,Online - Website,271,797530,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,0
2124,31/12/2021,,Online - Website,368,541315,Standard Delivery,Nobile Fiorentina bottle,750,1,19.9,19.9
2125,31/12/2021,,Online - Website,368,541315,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,1,14.9,14.9
2126,31/12/2021,,Online - Website,368,541315,Standard Delivery,Truffle oil,100,1,7.9,7.9
2127,31/12/2021,Direct - B2C,Online - Website,39,163078,Standard Delivery,Nobile Fiorentina bottle,750,1,19.9,19.9
2128,31/12/2021,Direct - B2C,Online - Website,39,163078,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
2129,31/12/2021,Direct - B2C,Online - Website,39,163078,Standard Delivery,Organic Bio/Olio,500,2,16.9,33.8
2130,31/12/2021,Direct - B2C,Online - Website,39,163078,Standard Delivery,Millefiori,250,1,13.9,13.9
2131,31/12/2021,Direct - B2C,Online - Website,39,163078,Standard Delivery,Lemon oil,100,1,5.9,5.9
2132,31/12/2021,,Online - Website,369,249018,Standard Delivery,Nobile Fiorentina bottle,750,1,19.9,19.9
2133,31/12/2021,,Online - Website,369,249018,Standard Delivery,Limited Edition Gift box 3x100ml,2020,1,19.9,19.9
2134,31/12/2021,,Online - Website,370,823260,Standard Delivery,Nobile Marasca bottle,750,2,18.9,37.8
2135,31/12/2021,,Online - Website,370,823260,Standard Delivery,Truffle oil,250,2,12.9,25.8
2136,31/12/2021,,Online - Website,370,823260,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,5.9
2137,31/12/2021,,Offline,371,534106,Standard Delivery,Novello,400,4,34.9,111.68
2138,31/12/2021,,Offline,371,534106,Standard Delivery,Truffle oil,250,1,12.9,10.32
2139,31/12/2021,,Offline,371,534106,Standard Delivery,Porcini and truffle tapenade (spread),80,3,14.9,35.76
2140,31/12/2021,,Offline,372,436928,Standard Delivery,Nobile Marasca bottle,750,2,18.9,37.8
2141,31/12/2021,,Offline,372,436928,Standard Delivery,Chili oil,250,1,11.9,11.9
2142,31/12/2021,,Offline,372,436928,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,5.9
2143,21/11/2021,,Online - Website,373,247811,Standard Delivery,Novello,500,2,26.9,53.8
2144,21/11/2021,,Online - Website,200,455468,Standard Delivery,Novello,500,5,26.9,134.5
2145,21/11/2021,,Online - Website,66,249444,Standard Delivery,Novello,500,2,26.9,53.8
2146,21/11/2021,,Online - Website,146,730151,Standard Delivery,Novello,500,1,26.9,26.9
2147,21/11/2021,,Online - Website,374,100047,Standard Delivery,Novello,500,2,26.9,53.8
2148,21/11/2021,,Online - Website,175,101110,Standard Delivery,Novello,500,2,26.9,53.8
2149,21/11/2021,,Online - Website,375,189350,Standard Delivery,Novello,500,2,26.9,53.8
2150,21/11/2021,,Online - Website,376,160078,Standard Delivery,Novello,500,2,26.9,53.8
2151,21/11/2021,,Online - Website,127,267951,Standard Delivery,Novello,500,4,26.9,107.6
2152,21/11/2021,,Online - Website,279,398086,Standard Delivery,Novello,500,2,26.9,53.8
2153,21/11/2021,,Online - Website,377,520419,Standard Delivery,Novello,500,2,26.9,53.8
2154,21/11/2021,,Offline,16,228213,Standard Delivery,Nobile,5000,2,109,218
2155,21/11/2021,,Online - Website,6,598510,Standard Delivery,DUO Gift Box (Tartufata + Porcini),2021,3,39.9,119.7
2156,21/11/2021,,Offline,175,101110,Standard Delivery,DUO Gift Box (Tartufata + Porcini),2021,3,39.9,119.7
2157,21/11/2021,,Online - Website,378,679522,Standard Delivery,EVOO Lover 5x100 ml,2021,3,36.9,110.7
2158,21/11/2021,,Online - Website,379,309329,Standard Delivery,Luxury Gift Basket 2021,2021,1,69.9,69.9
2159,21/11/2021,,Online - Website,5,328498,Standard Delivery,EVOO Lover 5x100 ml,2021,2,36.9,73.8
2160,21/11/2021,,Online - Website,5,328498,Standard Delivery,Limited Edition Gift box 3x100ml,2020,2,19.9,39.8
2161,21/11/2021,,Online - Website,5,328498,Standard Delivery,DUO Gift Box (Tartufata + Porcini),2021,4,39.9,159.6
2162,21/11/2021,,Online - Website,5,328498,Standard Delivery,Honey gift pack pair,250,1,27.9,27.9
2163,21/11/2021,,Online - Website,380,79908,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,1,14.9,14.9
2164,21/11/2021,,Online - Website,380,79908,Standard Delivery,EVOO Lover 5x100 ml,2021,1,36.9,36.9
2165,21/11/2021,,Online - Website,380,79908,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
2166,21/11/2021,,Online - Website,380,79908,Standard Delivery,Gentile,1000,1,22.9,22.9
2167,21/11/2021,,Online - Website,381,437159,Standard Delivery,Luxury Gift Basket 2021,2021,1,69.9,69.9
2168,21/11/2021,,Online - Website,66,249444,Standard Delivery,Luxury Gift Basket 2021,2021,1,69.9,69.9
2169,21/11/2021,,Online - Website,18,439970,Standard Delivery,DUO Gift Box (Tartufata + Porcini),2021,1,39.9,39.9
2170,21/11/2021,,Online - Website,382,,Self Collect,Gift box 3x100 ml,2021,2,19.9,39.8
2171,21/11/2021,,Offline,364,570224,Standard Delivery,DUO Gift Box (Tartufata + Porcini),2021,2,39.9,79.8
2172,21/11/2021,,Offline,364,570224,Standard Delivery,EVOO Lover 5x100 ml,2021,1,36.9,36.9
2173,21/11/2021,,Offline,364,570224,Standard Delivery,Luxury Gift Basket 2021,2021,1,69.9,69.9
2174,21/11/2021,,Online - Website,361,423610,Standard Delivery,Xmas 2021 Gourmet Hamper,2021,5,99,495
2175,21/11/2021,,Online - Website,101,,Standard Delivery,Luxury Gift Basket 2021,2021,2,69.9,139.8
2176,21/11/2021,,Offline,383,440072,Standard Delivery,Limited Edition Gift box 3x100ml,2020,1,19.9,19.9
2177,21/11/2021,,Offline,383,440072,Standard Delivery,Luxury Gift Basket 2021,2021,1,69.9,69.9
2178,21/11/2021,,Offline,383,440072,Standard Delivery,Truffle oil,100,2,7.9,15.8
2179,21/11/2021,,Offline,383,440072,Standard Delivery,Whole Truffle,30,1,22.9,22.9
2180,21/11/2021,,Online - Website,384,271008,Standard Delivery,Gift box 3x100 ml,2021,4,19.9,79.6
2181,21/11/2021,,Online - Website,385,560311,Standard Delivery,EVOO Lover 5x100 ml,2021,3,36.9,110.7
2182,21/11/2021,,Offline,356,,Standard Delivery,EVOO Lover 5x100 ml,2021,6,36.9,221.4
2183,21/11/2021,,Online - Website,42,600021,Standard Delivery,Luxury Gift Basket 2021,2021,1,69.9,55.92
2184,21/11/2021,,Online - Website,42,600021,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,11.92
2185,21/11/2021,,Offline,371,534106,Standard Delivery,Novello,150,4,26.9,86.08
2186,21/11/2021,,Offline,371,534106,Standard Delivery,Truffle oil,250,1,12.9,10.32
2187,21/11/2021,,Offline,371,534106,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,3,14.9,35.76
2188,21/11/2021,,Offline,371,534106,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,4,14.9,47.68
2189,21/11/2021,,Offline,371,534106,Standard Delivery,Porcini and truffle tapenade (spread),80,8,14.9,95.36
2190,21/11/2021,,Offline,371,534106,Standard Delivery,Truffle oil,250,10,12.9,103.2
2191,21/11/2021,,Offline,371,534106,Standard Delivery,Gentile,1000,1,22.9,18.32
2192,21/11/2021,,Offline,371,534106,Standard Delivery,Nobile Marasca bottle,750,1,18.9,15.12
2193,21/11/2021,,Offline,371,534106,Standard Delivery,Gift box 3x100 ml,2021,1,19.9,15.92
2194,21/11/2021,,Offline,386,596744,Standard Delivery,Truffle oil,100,7,7.9,44.24
2195,21/11/2021,,Offline,386,596745,Standard Delivery,Lemon oil,100,2,5.9,9.44
2196,21/11/2021,,Offline,386,596746,Standard Delivery,Garlic and Rosemary oil,100,3,5.9,14.16
2197,21/11/2021,,Offline,386,596747,Standard Delivery,Gift box 3x100 ml,2021,1,19.9,15.92
2198,21/11/2021,,Offline,387,229626,Standard Delivery,Gift box 3x100 ml,2021,12,19.9,191.04
2199,21/11/2021,,Offline,387,229626,Standard Delivery,Truffle oil,100,6,7.9,37.92
2200,21/11/2021,,Offline,387,229626,Standard Delivery,Lemon oil,100,6,5.9,28.32
2201,21/11/2021,,Offline,366,650510,Standard Delivery,Organic Bio/Olio,100,2,5.9,9.44
2202,21/11/2021,,Offline,366,650510,Standard Delivery,Lemon oil,100,2,5.9,9.44
2203,21/11/2021,,Offline,366,650510,Standard Delivery,Truffle oil,100,2,7.9,12.64
2204,21/11/2021,,Offline,366,650510,Standard Delivery,Garlic and Rosemary oil,100,2,5.9,9.44
2205,21/11/2021,,Offline,366,650510,Standard Delivery,Basil oil,100,2,5.9,9.44
2206,21/11/2021,,Offline,366,650510,Standard Delivery,Chili oil,100,2,5.9,9.44
2207,21/11/2021,,Offline,388,276958,Standard Delivery,Gentile,1000,1,22.9,18.32
2208,21/11/2021,,Offline,388,276958,Standard Delivery,Nobile Marasca bottle,750,1,18.9,15.12
2209,21/11/2021,,Offline,388,276958,Standard Delivery,Gift box 3x100 ml,2021,3,19.9,47.76
2210,21/11/2021,,Offline,389,534106,Standard Delivery,Gift box 3x100 ml,2021,1,19.9,15.92
2211,21/11/2021,,Offline,389,534106,Standard Delivery,Ceramic Jar (Bio/olio),250,1,29.9,23.92
2212,21/11/2021,,Offline,389,534106,Standard Delivery,Gentile,1000,1,22.9,18.32
2213,21/11/2021,,Offline,389,534106,Standard Delivery,Classic gift pack 3x250 ml,250,1,34.9,27.92
2214,21/11/2021,,Offline,390,672633,Standard Delivery,DUO Gift Box (Tartufata + Porcini),2021,1,39.9,31.92
2215,21/11/2021,,Offline,390,672633,Standard Delivery,Organic Bio/Olio,500,1,16.9,13.52
2216,21/11/2021,,Offline,390,672633,Standard Delivery,Truffle oil,100,1,7.9,6.32
2217,21/11/2021,,Offline,390,672633,Standard Delivery,Gift box 3x100 ml,2021,3,19.9,47.76
2218,03/01/2022,,Offline,364,570224,Standard Delivery,Truffle oil,250,1,12.9,10.32
2219,03/01/2022,,Online - Website,174,276999,Standard Delivery,Nobile Fiorentina bottle,750,1,19.9,19.9
2220,03/01/2022,,Online - Website,174,276999,Standard Delivery,Millefiori,250,1,13.9,13.9
2221,03/01/2022,,Online - Website,174,276999,Standard Delivery,Nobile,250,1,7.9,7.9
2222,03/01/2022,,Online - Website,174,276999,Standard Delivery,Lemon oil,100,1,5.9,5.9
2223,03/01/2022,,Online - Website,174,276999,Standard Delivery,Truffle oil,100,1,7.9,7.9
2224,03/01/2022,,Online - Website,174,276999,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
2225,03/01/2022,,Online - Website,174,276999,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,1,14.9,14.9
2226,03/01/2022,,Online - Website,174,276999,Standard Delivery,Carpaccio Summer Truffle Slices,80,1,32.9,32.9
2227,03/01/2022,,Online - Website,105,286763,Standard Delivery,Nobile,5000,1,109,109
2228,03/01/2022,,Online - Website,105,286763,Standard Delivery,Garlic and Rosemary oil,250,1,11.9,11.9
2229,03/01/2022,,Online - Website,105,286763,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,1,14.9,14.9
2230,03/01/2022,,Online - Website,105,286763,Standard Delivery,Lemon oil,250,1,11.9,11.9
2231,03/01/2022,,Online - Website,105,286763,Standard Delivery,Truffle oil,100,1,7.9,7.9
2232,03/01/2022,,Online - Website,364,570224,Standard Delivery,Truffle oil,250,4,12.9,51.6
2233,04/01/2022,,Online - Website,391,534106,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,3,14.9,44.7
2234,04/01/2022,,Online - Website,392,797530,Standard Delivery,Truffle oil,250,1,12.9,12.9
2235,04/01/2022,,Online - Website,393,320122,Standard Delivery,Gentile,1000,2,22.9,45.8
2236,04/01/2022,,Online - Website,393,320122,Standard Delivery,Porcini and truffle tapenade (spread),80,2,14.9,29.8
2237,04/01/2022,,Online - Website,393,320122,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
2238,04/01/2022,,Online - Website,393,320122,Standard Delivery,Basil oil,100,1,5.9,5.9
2239,04/01/2022,,Online - Website,393,320122,Standard Delivery,Acacia,250,1,13.9,13.9
2240,04/01/2022,,Online - Website,393,320122,Standard Delivery,Organic Bio/Olio,500,1,16.9,16.9
2241,04/01/2022,,Online - Website,393,320122,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,5.9
2242,04/01/2022,,Online - Website,394,794403,Standard Delivery,Truffle oil,100,1,7.9,7.9
2243,07/01/2022,,Online - Website,98,309311,Standard Delivery,Nobile Marasca bottle,750,2,18.9,37.8
2244,10/01/2022,,Online - Website,98,309311,Standard Delivery,Gentile,1000,2,22.9,45.8
2245,10/01/2022,,Online - Website,395,128042,Standard Delivery,Gentile,1000,1,22.9,22.9
2246,10/01/2022,,Online - Website,391,534106,Standard Delivery,Colourful ceramic jar,400,1,34.9,34.9
2247,10/01/2022,,Online - Website,367,120716,Standard Delivery,Nobile Fiorentina bottle,750,1,19.9,19.9
2248,11/01/2022,,Online - Website,367,120716,Standard Delivery,Truffle oil,250,3,12.9,38.7
2249,11/01/2022,,Online - Website,367,120716,Standard Delivery,Truffle oil,100,1,7.9,7.9
2250,11/01/2022,,Online - Website,367,120716,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,3,14.9,44.7
2251,11/01/2022,,Online - Website,367,120716,Standard Delivery,Basil oil,100,1,5.9,5.9
2252,11/01/2022,,Online - Website,367,120716,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
2253,11/01/2022,,Online - Website,217,18965,Standard Delivery,Nobile,5000,1,109,109
2254,11/01/2022,,Online - Website,217,18965,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,1,14.9,14.9
2255,11/01/2022,,Online - Website,217,18965,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
2256,11/01/2022,,Online - Website,217,18965,Standard Delivery,Basil oil,100,1,5.9,5.9
2257,11/01/2022,,Online - Website,217,18965,Standard Delivery,Truffle oil,100,1,7.9,7.9
2258,11/01/2022,,Online - Website,273,238274,Standard Delivery,Gentile,1000,2,22.9,45.8
2259,11/01/2022,,Online - Website,273,238274,Standard Delivery,Lemon oil,250,2,11.9,23.8
2260,11/01/2022,,Online - Website,273,238274,Standard Delivery,Basil oil,250,2,11.9,23.8
2261,11/01/2022,,Online - Website,273,238274,Standard Delivery,Organic Bio/Olio,500,1,16.9,16.9
2262,11/01/2022,,Online - Website,273,238274,Standard Delivery,Organic Bio/Olio,100,1,5.9,5.9
2263,11/01/2022,,Online - Website,273,238274,Standard Delivery,Truffle oil,100,1,7.9,7.9
2264,11/01/2022,,Online - Website,273,238274,Standard Delivery,Organic Bio/Olio,100,1,5.9,5.9
2265,11/01/2022,,Online - Website,273,238274,Standard Delivery,Lemon oil,100,1,5.9,5.9
2266,11/01/2022,,Online - Website,273,238274,Standard Delivery,Chili oil,100,1,5.9,5.9
2267,11/01/2022,,Online - Website,20,169658,Standard Delivery,Nobile,5000,1,109,109
2268,14/01/2022,,Online - Website,20,169658,Standard Delivery,Basil oil,250,1,11.9,11.9
2269,14/01/2022,,Online - Website,20,169658,Standard Delivery,Chili oil,250,1,11.9,11.9
2270,14/01/2022,,Online - Website,20,169658,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,1,14.9,14.9
2271,14/01/2022,,Online - Website,396,465424,Standard Delivery,Nobile,5000,1,109,109
2272,14/01/2022,,Online - Website,396,465424,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,1,14.9,14.9
2273,14/01/2022,,Offline,397,534106,Standard Delivery,Truffle oil,100,12,7.9,94.8
2274,17/01/2022,,Offline,398,567813,Standard Delivery,Truffle oil,100,1,7.9,7.9
2275,17/01/2022,,Offline,399,419728,Standard Delivery,Nobile Fiorentina bottle,750,6,19.9,119.4
2276,17/01/2022,,Offline,399,419728,Standard Delivery,Nobile Marasca bottle,750,6,18.9,113.4
2277,17/01/2022,,Online - Website,192,308353,Standard Delivery,Nobile Fiorentina bottle,750,1,19.9,19.9
2278,17/01/2022,,Online - Website,192,308353,Standard Delivery,Gentile,1000,1,22.9,22.9
2279,17/01/2022,,Online - Website,192,308353,Standard Delivery,Chili oil,100,1,5.9,5.9
2280,17/01/2022,,Online - Website,400,457404,Standard Delivery,Nobile Fiorentina bottle,750,2,19.9,39.8
2281,17/01/2022,,Online - Website,400,457404,Standard Delivery,Garlic and Rosemary oil,250,1,11.9,11.9
2282,17/01/2022,,Online - Website,400,457404,Standard Delivery,Lemon oil,100,1,5.9,5.9
2283,17/01/2022,,Online - Website,400,457404,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,1,14.9,14.9
2284,17/01/2022,,Online - Website,400,457404,Standard Delivery,Truffle oil,100,1,7.9,7.9
2285,17/01/2022,,Online - Website,400,457404,Standard Delivery,Basil oil,250,1,11.9,11.9
2286,17/01/2022,,Online - Website,401,534071,Standard Delivery,Organic Bio/Olio,500,1,16.9,16.9
2287,17/01/2022,,Online - Website,401,534071,Standard Delivery,Garlic and Rosemary oil,250,1,11.9,11.9
2288,17/01/2022,,Online - Website,401,534071,Standard Delivery,Basil oil,250,1,11.9,11.9
2289,17/01/2022,,Online - Website,402,80019,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
2290,17/01/2022,,Online - Website,402,80019,Standard Delivery,Gentile,1000,1,22.9,22.9
2291,17/01/2022,,Online - Website,402,80019,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,1,14.9,14.9
2292,17/01/2022,,Online - Website,402,80019,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
2293,17/01/2022,,Online - Website,402,80019,Standard Delivery,Acacia,100,1,8.9,8.9
2294,17/01/2022,,Online - Website,221,648315,Standard Delivery,Nobile Fiorentina bottle,750,2,19.9,39.8
2295,19/01/2022,,Online - Website,221,648315,Standard Delivery,Gentile,1000,2,22.9,45.8
2296,19/01/2022,,Online - Website,104,457398,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
2297,19/01/2022,,Online - Website,104,457398,Standard Delivery,Gentile,1000,1,22.9,22.9
2298,19/01/2022,,Online - Website,104,457398,Standard Delivery,Lemon oil,250,1,11.9,11.9
2299,19/01/2022,,Online - Website,104,457398,Standard Delivery,Basil oil,250,1,11.9,11.9
2300,19/01/2022,,Online - Website,104,457398,Standard Delivery,Chili oil,250,1,11.9,11.9
2301,19/01/2022,,Online - Website,104,457398,Standard Delivery,Garlic and Rosemary oil,250,1,11.9,11.9
2302,19/01/2022,,Online - Website,104,457398,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,1,14.9,14.9
2303,19/01/2022,,Online - Website,109,533882,Standard Delivery,Nobile Marasca bottle,750,2,18.9,37.8
2304,20/01/2022,,Online - Website,109,533882,Standard Delivery,Chili oil,250,1,11.9,11.9
2305,20/01/2022,,Online - Website,109,533882,Standard Delivery,Garlic and Rosemary oil,250,1,11.9,11.9
2306,20/01/2022,,Online - Website,109,533882,Standard Delivery,Millefiori,250,1,13.9,13.9
2307,20/01/2022,,Online - Website,109,533882,Standard Delivery,Truffle oil,250,1,12.9,12.9
2308,20/01/2022,,Online - Website,109,533882,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
2309,20/01/2022,,Online - Website,266,018987,Standard Delivery,Nobile Fiorentina bottle,750,1,19.9,19.9
2310,20/01/2022,,Online - Website,266,018987,Standard Delivery,Truffle oil,100,1,7.9,7.9
2311,20/01/2022,,Online - Website,266,018987,Standard Delivery,Truffle oil,250,1,12.9,12.9
2312,20/01/2022,,Online - Website,266,018987,Standard Delivery,Chili oil,250,1,11.9,11.9
2313,20/01/2022,,Online - Website,266,018987,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,2,14.9,29.8
2314,20/01/2022,,Online - Website,266,018987,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
2315,20/01/2022,,Offline,403,287732,Standard Delivery,Organic Bio/Olio,100,120,5.9,708
2316,20/01/2022,,Offline,403,287732,Standard Delivery,Garlic and Rosemary oil,100,80,5.9,472
2317,20/01/2022,,Offline,403,287732,Standard Delivery,Chili oil,100,65,5.9,383.5
2318,20/01/2022,,Offline,403,287732,Standard Delivery,Truffle oil,100,40,7.9,316
2319,20/01/2022,,Offline,403,287732,Standard Delivery,Basil oil,100,40,5.9,236
2320,20/01/2022,,Offline,403,287732,Standard Delivery,Lemon oil,100,25,5.9,147.5
2321,20/01/2022,,Offline,403,287732,Standard Delivery,Colourful ceramic jar,400,1,34.9,34.9
2322,20/01/2022,,Online - Website,241,518168,Standard Delivery,Gentile,1000,1,22.9,22.9
2323,26/01/2022,,Online - Website,241,518168,Standard Delivery,Nobile Fiorentina bottle,750,1,19.9,19.9
2324,26/01/2022,,Online - Website,241,518168,Standard Delivery,Organic Bio/Olio,500,1,16.9,16.9
2325,26/01/2022,,Online - Website,241,518168,Standard Delivery,Truffle oil,100,1,7.9,7.9
2326,26/01/2022,,Online - Website,404,596231,Standard Delivery,Truffle oil,250,1,12.9,12.9
2327,10/02/2022,,Online - Website,404,596231,Standard Delivery,Millefiori,250,1,13.9,13.9
2328,10/02/2022,,Online - Website,405,577758,Standard Delivery,Nobile,5000,1,109,109
2329,11/02/2022,,Online - Website,405,577758,Standard Delivery,Millefiori,100,1,8.9,8.9
2330,11/02/2022,,Online - Website,406,680008,Standard Delivery,Organic Bio/Olio,500,1,16.9,16.9
2331,11/02/2022,,Online - Website,407,209851,Standard Delivery,Truffle oil,250,15,12.9,193.5
2332,14/02/2022,,Online - Website,407,209851,Standard Delivery,Truffle oil,100,5,7.9,39.5
2333,14/02/2022,,Online - Website,407,209851,Standard Delivery,Organic Bio/Olio,500,5,16.9,84.5
2334,14/02/2022,,Online - Website,143,650299,Standard Delivery,Truffle oil,250,3,12.9,38.7
2335,21/02/2022,,Online - Website,143,650299,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,1,14.9,14.9
2336,21/02/2022,,Online - Website,143,650299,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
2337,21/02/2022,,Online - Website,143,650299,Standard Delivery,Carpaccio Summer Truffle Slices,80,2,32.9,65.8
2338,21/02/2022,,Online - Website,143,650299,Standard Delivery,Millefiori,100,1,8.9,8.9
2339,21/02/2022,,Online - Website,408,298190,Standard Delivery,Truffle oil,250,2,12.9,25.8
2340,22/02/2022,,Online - Website,408,298190,Standard Delivery,Garlic and Rosemary oil,250,1,11.9,11.9
2341,22/02/2022,,Online - Website,408,298190,Standard Delivery,Basil oil,100,1,5.9,5.9
2342,22/02/2022,,Online - Website,408,298190,Standard Delivery,Lemon oil,100,1,5.9,5.9
2343,22/02/2022,,Online - Website,408,298190,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
2344,22/02/2022,,Online - Website,408,298190,Standard Delivery,Gentile,1000,1,22.9,22.9
2345,22/02/2022,,Online - Website,408,298190,Standard Delivery,Gentile,1000,4,22.9,91.6
2346,25/02/2022,,Online - Website,408,298190,Standard Delivery,Basil oil,100,1,5.9,5.9
2347,25/02/2022,,Online - Website,408,298190,Standard Delivery,Truffle oil,100,1,7.9,7.9
2348,25/02/2022,,Online - Website,409,823312,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
2349,01/03/2022,,Online - Website,105,286763,Standard Delivery,Nobile,5000,1,109,109
2350,04/03/2022,,Online - Website,105,286763,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
2351,04/03/2022,,Online - Website,105,286763,Standard Delivery,Gentile,1000,1,22.9,22.9
2352,04/03/2022,,Online - Website,105,286763,Standard Delivery,Millefiori,100,1,8.9,8.9
2353,04/03/2022,,Online - Website,410,567743,Standard Delivery,Gentile,1000,1,22.9,22.9
2354,07/03/2022,,Online - Website,411,229681,Standard Delivery,Nobile,5000,1,109,109
2355,07/03/2022,,Online - Website,411,229681,Standard Delivery,Millefiori,100,1,8.9,8.9
2356,07/03/2022,,Offline,2,534077,Standard Delivery,Truffle oil,100,2,7.9,15.8
2357,07/03/2022,,Offline,2,534078,Standard Delivery,Chili oil,100,2,5.9,11.8
2358,07/03/2022,,Offline,2,534079,Standard Delivery,Lemon oil,100,2,5.9,11.8
2359,07/03/2022,,Offline,2,534080,Standard Delivery,Basil oil,100,2,5.9,11.8
2360,07/03/2022,,Offline,2,534081,Standard Delivery,Garlic and Rosemary oil,100,2,5.9,11.8
2361,07/03/2022,,Offline,2,534082,Standard Delivery,Organic Bio/Olio,100,2,5.9,11.8
2362,07/03/2022,,Offline,143,650299,Standard Delivery,Nobile,5000,1,109,109
2363,11/03/2022,,Online - Website,412,679522,Standard Delivery,Nobile,5000,1,109,109
